Type_L,Type_M,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Rotational power
1,0,-1.0527941596962826,-1.48632220133322,-0.18908046216747057,-0.2691907981960295,-0.12557245255247196,-0.09449980621685183,-0.3747411957562055
1,0,1.1912650818984891,1.2088080121623426,-1.2160015749913873,1.6416666907637767,-0.12557245255247196,-0.5930479793473462,1.4145399465506214
1,0,-0.6039823113773113,-0.0040005839106682,-0.011450864273603869,-0.009074071950191864,1.2900816644703543,1.2017254439223881,0.1323724362424823
1,0,-0.8533222271100637,-0.6777831372845589,-0.11136751308890389,-0.3092087560800043,-1.0536123737118803,0.7031772707918938,-0.38308593046133577
1,0,0.2437734021140412,-0.13875709458543867,2.2200209592680964,-1.8599046240840353,0.881114919552649,-0.6927576139734678,-1.8054528008973632
1,0,0.3933773515536983,0.19813418210150666,-0.011450864273603869,-0.6693703770357794,-0.8805879816313127,-0.49333834472128135,-0.8588530648791571
1,0,1.0915291156053937,1.1414297568249383,-0.28344618604858723,0.4611369331865146,1.1013277822006442,-0.49333834472128135,0.6247020124930874
0,0,-0.8533222271100637,0.06337767142673618,-0.16687676243073724,-0.2391773297830478,-0.3615148053896097,1.7999832516790042,-0.3159274273836257
1,0,-1.3021340754290351,-0.8125396479593293,-0.05585826374707054,0.13098878064372046,0.8968444097417915,1.4011447131746313,0.31034784364207574
1,0,1.2910010481916128,0.19813418210150666,0.5991508784865629,-0.5793299717968351,-1.4783086088187283,-2.2881117679910723,-0.35608768457108203
0,1,-0.9031902102566255,-1.3515656906584494,-0.710867405980704,0.7212536594323522,0.9440328803092191,-0.19420944084297337,0.6476060618476848
1,0,0.8421891998726413,0.535025458788452,0.46037775513197954,-0.21916835084106073,-1.6985214714667234,-0.8921768832256541,0.13093604748176332
1,0,1.7896808796571175,2.084725331548408,-0.7996822049276373,0.41111448583154586,0.18901735123037833,-0.49333834472128135,0.15125068852622128
0,1,1.1413970987519555,0.6697819694632224,-0.07251103854962054,-0.2291728403120539,0.9912213508766465,-1.2910154217300838,-0.23855786134706128
1,0,-1.2023981091359115,-0.9472961586340998,-0.2667934112460372,-0.18915488242807907,0.6923610372829389,1.0023061746702018,-0.3092145084814892
0,1,1.1912650818984891,0.7371602248006268,-0.5332378080868373,1.181460175098064,1.1013277822006442,-1.291015421730027,1.4437953747791472
1,0,1.2910010481916128,1.4109427781745174,-0.660909081573054,1.161451196156077,1.1642457429572142,-0.49333834472128135,1.2996288456930822
1,0,0.34350936840713653,1.2088080121623426,-1.127186776044454,1.8417564801836517,1.2743521742812118,1.1020158092963233,1.7638071565040119
1,0,-1.7010779406014163,-1.6210787120079904,-0.22793693670675388,0.11097980170173341,-0.44016225633532224,1.0023061746702018,0.15597025159715622
1,0,-0.8034542439635303,-0.6104048819471545,0.22168798296209616,-0.389244671847954,0.2362058217978059,0.7031772707919505,-0.29017991456393055
0,1,1.0416611324588603,-0.0040005839106682,-0.044756413878703875,-0.19915937189907296,0.8339264489852214,-2.088692498738886,-0.17525904235427783
0,1,0.6925852504329842,0.7371602248006268,1.215303546180913,-1.4597250452442854,-0.31432633482218214,-0.2939190754690382,-1.4968148730328878
1,0,0.7923212167261079,0.8045384801379929,-0.727520180783254,0.2910606121796206,-0.2985968446330396,-0.3936287100952165,0.04217308488058247
0,0,-1.0527941596962826,-0.8799179032967337,0.0329565351998628,-0.4092536507899418,0.18901735123037833,0.8028869054180154,-0.4403069684393755
1,0,-0.5042463450842161,0.13075592676410228,-0.03365456401033721,0.35108754900558325,0.8024674686069364,1.2017254439223881,0.6560387387218396
0,1,-0.2050384462049018,-0.6104048819471545,-0.3778119099297039,0.4311234647735329,-0.644645628794175,-0.49333834472128135,0.5074946438888196
1,0,1.241133065045051,0.13075592676410228,-1.2881635991357707,1.401558943459927,-0.3457853152004672,-2.2881117679910723,1.0363886197490257
1,0,-0.6538502945238731,-0.07137883924807259,0.6213545782232962,-1.0495409769335415,-1.0378828835227378,1.2017254439223881,-1.100948084849088
0,1,-0.8533222271100637,-1.3515656906584494,-0.4222193094031706,0.25104265429564576,1.2900816644703543,-0.2939190754690949,0.21554618543460627
1,0,1.6899449133639939,1.7478340548614628,-0.42777023433735395,-0.2491818192540417,0.15755837085209332,-0.7924672485995327,-0.5028924787278566
1,0,0.34350936840713653,1.545699288849288,-0.660909081573054,1.381549964517939,-0.644645628794175,1.6005639824268176,1.604885885726205
1,0,-0.055434496765273025,-0.4082701159350179,-0.977311802821504,2.0918687169584955,-0.8019405306856001,-0.49333834472128135,2.2508406599089716
1,0,1.6400769302174603,0.9392949908127634,1.0709794978921463,-1.4397160663022976,1.9507202524143399,-1.8892732294866996,-1.5274969186700191
1,0,-0.9031902102566255,-1.0820526693089085,-0.48327948367918727,0.35108754900558325,0.7867379784177939,0.20462909766139945,0.3117451469943403
0,1,1.1413970987519555,1.1414297568249383,0.8100860259855296,-0.9194826138106228,0.34631225312180347,-0.5930479793474029,-0.7888999550969187
0,1,-0.6039823113773113,0.33289069277627714,0.7712295514462463,-0.7193928243907481,-1.6356035107101534,1.7002736170528827,-0.48204041331714387
0,1,0.7424532335795461,0.535025458788452,0.49368330473707955,-0.35923120343497306,0.9283033901200766,-0.6927576139734678,-0.06961118330056103
1,0,-0.8533222271100637,-0.3408918605976135,0.0163037603973128,-0.3292177350219914,0.40923021387837355,1.2017254439223881,-0.33029131499081815
0,1,-0.7037182776704066,-0.2735136052602091,-1.0827793765709874,1.9418013748935892,1.4473765663617795,1.0023061746702018,1.9407858859880036
1,0,-0.40451037879112073,0.19813418210150666,0.3937666559217795,-0.6693703770357794,1.9664497426034826,1.1020158092963233,-0.6213212663463415
1,0,0.04430146952785062,-0.2735136052602091,-1.210450650057204,0.6912401910193705,-0.5188097072810348,-0.49333834472128135,0.19379515562942937
1,0,1.4904729807778032,0.8045384801379929,0.3438083315141295,-0.7093883349197543,-0.6131866484158899,-1.7895635948605781,-0.7131817475675766
1,0,-0.6538502945238731,-0.07137883924807259,-0.5165850332842873,0.3310785700635955,-0.9749649227661678,1.2017254439223881,0.2579831676645627
0,1,-1.0029261765497208,-0.9472961586340998,-0.9051497786771207,1.5716352644668208,1.6675894290097748,0.603467636165829,1.6290406681513607
0,1,-1.5514739911617874,-1.48632220133322,1.6038682915737463,-1.5397609610122351,-0.2671378642547546,0.9025965400441369,-1.4659764857619355
0,0,0.1440374358209459,1.0066732461501677,-0.41666838446898724,0.10097531223073951,-1.2423662559815905,1.2017254439223881,0.005120117665294628
0,1,-0.5541143282307779,0.06337767142673618,0.055160234936596136,0.02093939646278981,-0.67610460917246,1.201725443922445,0.22456514343558517
1,0,1.4904729807778032,0.8045384801379929,-0.4610757839424539,0.401109996360552,0.5350661353915137,-1.7895635948605781,0.3998827430602419
0,0,-0.3546423956445589,-0.9472961586340998,-0.22793693670675388,-0.04909202983416672,-0.9592354325770253,-0.6927576139734678,-0.07822951586487617
1,0,-1.0527941596962826,-1.6210787120079904,0.06071115987077948,-0.09911447718913546,-1.1479893148467355,-0.2939190754690382,0.04674607766981135
0,1,0.6427172672864507,0.26551243743887276,0.5325397792763629,-0.7494062928037292,0.03172244933895319,-0.8921768832257109,-0.667784045647157
0,1,-1.102662142842816,-0.13875709458543867,0.7601277015778796,-1.0995634242885104,1.1013277822006442,1.9994025209311905,-1.1107682937233931
0,1,0.34350936840713653,0.13075592676410228,-0.9218025534796707,0.41111448583154586,-1.258095746170733,-0.49333834472128135,0.0564490303187518
1,0,-1.8506818900410733,-1.8905917333575697,0.5436416291447296,-0.8394466980426727,-1.2738252363598754,0.9025965400440803,-0.8053939974649051
1,0,0.8421891998726413,0.8719167354753973,0.24944260763301282,-0.11912345613112324,0.3777712335000885,-0.3936287100951598,0.145358563201638
1,0,1.1912650818984891,0.13075592676410228,-1.1549414007153707,0.5511773384254582,-0.8648584914421701,-2.188402133364951,0.05754342175548998
1,0,0.1440374358209459,0.26551243743887276,1.1264887472339795,-1.4097025978893167,-1.5884150401427257,0.10491946303527791,-1.451417171112469
0,1,-0.5042463450842161,-0.4082701159350179,0.12177133414679615,-0.2691907981960295,-0.5974571582267474,0.40404836691358587,-0.17063719280448097
1,0,-0.0055665136187112016,-0.07137883924807259,-0.1779786122991039,0.14099327011471438,-0.5345391974701773,-0.09449980621690851,0.23629076597206805
0,1,0.1440374358209459,-0.0040005839106682,-0.011450864273603869,-0.2491818192540417,-1.6041445303318682,-0.2939190754690949,-0.22807320052902263
1,0,0.7424532335795461,0.26551243743887276,-0.28344618604858723,0.11097980170173341,0.6766315470937962,-1.0915961524778972,0.11580999440969994
1,0,-0.8034542439635303,-1.216809179983679,-0.061409188681253876,-0.37924018237696017,1.3844586056052095,-0.19420944084297337,-0.4551496523001404
1,0,1.3408690313381462,1.3435645228371131,-0.2112841619042039,-0.29920426660901045,-0.4873507269027498,-0.6927576139734678,-0.43332045167805405
0,1,1.241133065045051,0.19813418210150666,0.948859149340113,-1.269639745295404,1.2271637037137844,-2.188402133364951,-1.2984759678282678
0,0,0.04430146952785062,-0.2735136052602091,-0.4222193094031706,0.5111593805414834,0.07891091990638074,-0.49333834472128135,0.5872288771369086
0,0,-1.0527941596962826,-1.8232134780201652,0.6879656774334962,-1.1295768927014918,-1.5884150401427257,-0.5930479793473462,-1.1963555668876096
0,1,-0.055434496765273025,0.06337767142673618,-0.9828627277556873,1.6316622012927828,1.1170572723897867,0.20462909766145612,1.6326951538418977
0,1,-0.6039823113773113,-0.9472961586340998,0.1772805834886295,-0.6293524191518038,-0.73902256992903,-0.19420944084297337,-0.6868186395647149
0,1,-0.953058193403159,-1.6210787120079904,2.9249884259093797,-2.0800033924458976,0.6609020569046538,-0.49333834472128135,-1.9840144894237808
0,0,0.8421891998726413,0.06337767142673618,0.6713129026309462,-1.069549955875529,-0.5659981778484624,-1.590144325608335,-1.1074460340047227
1,0,-0.8034542439635303,0.06337767142673618,-0.03365456401033721,-0.4792850770868976,-0.25140837406561206,1.7002736170529393,-0.5872583328778554
1,0,0.293641385260603,0.13075592676410228,0.46037775513197954,-0.589334461267829,-1.651333000899296,-0.3936287100952165,-0.4554818782720076
1,0,-0.5042463450842161,-0.8799179032967337,3.9352567639307465,-2.3201111397497476,1.5102945271183497,-0.2939190754690949,-2.1697483504016803
1,0,0.04430146952785062,-0.2735136052602091,0.038507460134046136,-0.3292177350219914,-0.4873507269027498,-0.49333834472128135,-0.31594697008785294
1,0,1.1413970987519555,0.8719167354753973,0.41597035565851287,-0.589334461267829,0.330582762932661,-0.9918865178517757,-0.48213812683828056
0,0,-0.953058193403159,-1.5537004566706243,-0.9051497786771207,1.6216577118217896,0.07891091990638074,-0.3936287100952165,1.6962675706938666
0,1,-0.6538502945238731,-0.9472961586340998,1.0154702485503129,-1.5297564715412415,-0.6918340993616025,-0.09449980621685183,-1.70394799513987
1,0,0.5429813009933554,1.4783210335118835,-0.7885803550592706,1.4915993486988703,-0.42443276614617975,1.1020158092962666,1.634131542602618
1,0,-1.3520020585755685,-1.1494309246462746,-0.7164183309148873,0.8112940646712958,-1.3367431971164456,1.0023061746702018,0.7669924419733155
1,0,0.293641385260603,-0.0040005839106682,-0.46662670887663726,0.04094837540477688,1.006950841065789,-0.5930479793474029,-0.11624007558731046
1,0,0.7424532335795461,0.4676472034510476,-0.4055665346006206,0.3610920384765771,-0.8176700208747426,-0.7924672485995893,0.3855774835657318
0,1,0.9917931493122984,0.33289069277627714,1.5761136669028297,-1.4897385136572663,-0.33005582501132463,-1.49043469098227,-1.3889293743451245
0,1,0.5429813009933554,0.4676472034510476,0.2438916826988295,0.07096184381775855,-1.6670624910884384,-0.3936287100952165,0.4354602361063564
1,0,-0.0055665136187112016,1.0066732461501677,1.165345221773263,-1.1695948505854665,-0.3929737857678947,1.5008543478006962,-1.0235394334040686
0,1,-0.5042463450842161,-0.13875709458543867,3.89084936445728,-2.4101515449886914,0.5665251157697987,0.8028869054180154,-2.379871506255466
1,0,-1.0029261765497208,-1.5537004566706243,-0.5776452075603039,0.5611818278964521,1.1957047233354994,-0.2939190754690949,0.5339456940607042
1,0,-0.9031902102566255,-0.6777831372845589,-0.8995988537429374,1.781729543357689,-1.5726855499535832,0.8028869054180154,1.9170415003516244
1,0,-1.7010779406014163,-1.8232134780201652,-0.3611591351271539,0.0009304175208020274,0.7867379784177939,0.7031772707918938,-0.09884706882485982
1,0,1.2910010481916128,0.13075592676410228,-1.1882469503204707,2.2419360590234017,-0.25140837406561206,-2.387821402617194,2.218917652553395
0,1,1.0915291156053937,1.1414297568249383,0.6324564280916629,-0.8594556769846605,-1.6670624910884384,-0.49333834472128135,-0.7882941312658673
1,0,1.1413970987519555,1.1414297568249383,1.4095859188773296,-1.469729534715279,1.4473765663617795,-0.5930479793474029,-1.4274675870817009
1,0,-0.9031902102566255,-1.0820526693089085,0.7046184522360462,-0.5393120139128602,-0.5345391974701773,0.20462909766139945,-0.22747714805008415
1,0,-0.7037182776704066,-0.5430266266097884,0.0163037603973128,0.8413075330842767,-1.0378828835227378,0.6034676361657723,1.4325974052568065
1,0,-1.7010779406014163,-1.7558352226827991,0.5103360795396296,-0.49929405602888544,0.9440328803092191,0.8028869054179587,-0.2820599209574158
0,1,1.6899449133639939,1.8825905655362332,-0.07251103854962054,-0.9194826138106228,-1.1165303344684503,-0.5930479793473462,-1.2674226108108135
1,0,-0.2549064293514636,-0.6104048819471545,1.7370904899941464,-1.7398507504321101,-0.4873507269027498,-0.3936287100951598,-1.7702173051752295
1,0,0.6427172672864507,0.26551243743887276,-0.8607423792036539,1.0113838540911708,-0.31432633482218214,-0.8921768832257109,0.9152629389471513
1,0,1.989152812243308,2.2194818422231783,-1.360325623280154,1.4615858802858894,-0.09411347217418692,-0.6927576139734678,1.0436585057216465
1,0,-1.0527941596962826,-1.48632220133322,0.699067527301863,-0.6093434402098168,-0.09411347217418692,-0.09449980621685183,-0.34474314476703427
1,0,1.6899449133639939,1.2761862674997086,1.2874655703252964,-0.8394466980426727,1.4788355467400645,-1.49043469098227,-0.39163586356085434
1,0,-2.199757772066921,-2.5643742867314603,0.1661787336202628,-0.4892895665578915,0.5036071550132286,0.6034676361657723,-0.4787670103590415
1,0,0.2437734021140412,1.0740515014875722,-0.07806196348380388,-0.2391773297830478,1.3058111546594968,1.1020158092963233,-0.2571429730673882
1,0,-1.5016060080152256,-1.6210787120079904,0.19948428322536282,-0.25918630872503556,-0.15703143293075697,0.603467636165829,-0.10422131248741479
0,1,0.09416945267438409,0.06337767142673618,-0.30009896085113724,0.05095286487577077,1.2586226840920693,-0.09449980621685183,0.016699169920072168
1,0,-0.9031902102566255,-0.7451613926219632,-1.4491404222270874,1.401558943459927,-1.415390648062158,0.7031772707918938,0.883369245647915
0,1,0.7424532335795461,0.26551243743887276,6.1056684131964305,-2.8003266343574476,-1.3682021774947306,-1.0915961524778972,-2.765644487705776
0,1,-1.0527941596962826,-1.6210787120079904,-1.8710107172250208,2.7021425746891143,0.330582762932661,-0.2939190754690382,2.0092244361926137
1,0,0.34350936840713653,-0.2735136052602091,0.010752835463129468,-0.5393120139128602,0.362041743310946,-1.0915961524778406,-0.65008812696918
0,1,-0.30477441249802545,-0.47564837127238396,0.8489425005248129,-1.159590361114473,1.463106056550922,-0.09449980621685183,-1.164627986574308
0,1,0.09416945267438409,1.1414297568249383,0.3216046317773962,-0.04909202983416672,-0.6289161386050324,1.5008543478006962,0.3038792085427826
0,0,-1.1525301259893779,-0.2735136052602091,0.8766971251957296,-0.7794197612167101,1.6046714682532046,1.8996928863051257,-0.5206372541664016
0,1,-0.40451037879112073,-1.014674413971504,1.1264887472339795,-1.1095679137595043,0.6609020569046538,-0.6927576139734678,-0.940766309648609
1,0,-1.3021340754290351,-1.1494309246462746,-0.7996822049276373,0.8713210014972584,-1.3682021774947306,0.9025965400441369,0.7782783536646809
0,1,0.7923212167261079,0.535025458788452,0.6935166023676795,-0.7994287401586979,-0.7862110404964575,-0.7924672485995893,-0.6569867015614784
0,0,0.6925852504329842,0.4676472034510476,-0.1280202878914539,-0.35923120343497306,-0.3929737857678947,-0.6927576139734678,-0.4679696662733629
1,0,0.34350936840713653,0.6024037141258181,1.0210211734844963,-0.8994736348686354,-0.5502686876593198,0.20462909766139945,-0.6408639705738135
1,0,0.1440374358209459,1.2088080121623426,-0.28344618604858723,-0.1591414140150981,-0.8963174718204552,1.5008543478006962,-0.276763848111771
1,0,0.34350936840713653,0.6697819694632224,-0.6997655561123373,1.201469154040052,-0.2671378642547546,0.304338732287521,1.3195624040051044
1,0,0.4432453347002318,0.6697819694632224,-0.8718442290720206,1.1214332382721022,0.4406891942566586,0.10491946303533459,1.054016138962207
0,1,-0.6538502945238731,-0.07137883924807259,3.0193541497904963,-2.1800482871558353,1.5260240173074922,1.2017254439223881,-2.1556580606536726
1,0,-0.9031902102566255,-0.6777831372845589,0.5769471787498296,-0.589334461267829,-0.2671378642547546,0.8028869054180154,-0.3855092257855419
1,0,-0.15517046305836832,-0.5430266266097884,-0.7053164810465207,0.5411728489544643,0.6137135863372263,-0.49333834472128135,0.4038694547226459
1,0,0.3933773515536983,0.535025458788452,0.8322897257222629,-0.7093883349197543,0.6766315470937962,0.005209828409213037,-0.43028156117068217
1,0,0.293641385260603,-0.4082701159350179,0.07181300973914614,-0.35923120343497306,0.07891091990638074,-1.191305787104019,-0.33992586817496273
1,0,-0.7535862608169684,-0.2735136052602091,0.25499353256719615,-0.7794197612167101,-0.2985968446330396,1.1020158092963233,-0.8730312967961877
1,0,1.0915291156053937,1.0066732461501677,-0.3223026605878706,0.04094837540477688,-0.23567888387646954,-0.6927576139734678,-0.013601792984624017
1,0,0.6925852504329842,0.4676472034510476,0.6546601278283962,-1.1295768927014918,0.0002634689606681657,-0.6927576139734678,-1.2131818352274633
0,1,-1.3520020585755685,-0.6777831372845589,0.09401670947587948,-0.04909202983416672,0.9440328803092191,1.7002736170528827,0.1456321610608229
1,0,-0.3546423956445589,-0.8125396479593293,0.5380907042105462,-1.0095230190495668,1.463106056550922,-0.49333834472128135,-1.0802425897200814
0,1,0.1440374358209459,1.0740515014875722,-1.2604089744648541,1.3415320066339642,0.6766315470937962,1.3014350785485098,0.9858511866167818
0,0,-1.1525301259893779,-1.0820526693089085,-1.393631172885254,0.9513569172652081,-0.2671378642547546,0.7031772707918938,0.3697869785499341
1,0,1.4406049976312414,1.613077544186654,-0.6387053818363206,0.9513569172652081,0.7395495078503663,-0.49333834472128135,1.027594402846663
1,0,-0.2050384462049018,0.13075592676410228,-0.39446468473225393,0.801289575200302,-1.5569560597644407,0.6034676361657723,1.0252492783393663
1,0,-0.0055665136187112016,0.9392949908127634,2.1534098600578964,-1.5397609610122351,0.3777712335000885,1.4011447131745747,-1.228004976384001
0,0,0.6427172672864507,0.6697819694632224,0.22723890789627949,-0.3392222244929853,1.1957047233354994,-0.2939190754690949,-0.20945877475235494
1,0,1.540340963924365,0.8045384801379929,0.49368330473707955,-0.4792850770868976,-1.3367431971164456,-1.8892732294866996,-0.2605043181945129
1,0,-0.2050384462049018,0.13075592676410228,-1.143839550847004,1.1214332382721022,-1.0693418639010228,0.6034676361657723,0.8088724571327899
0,0,1.390737014484708,0.6697819694632224,-0.5720942826261206,0.35108754900558325,-0.9592354325770253,-1.7895635948605781,0.24373653628273556
0,1,-0.055434496765273025,-0.47564837127238396,-0.8329877545327373,1.2815050698080015,-1.6985214714667234,-0.5930479793473462,1.3061951943135128
1,0,1.3408690313381462,1.4783210335118835,-0.744172955585804,1.1414422172140892,0.7710084882286514,-0.49333834472128135,1.196541080893164
1,0,-1.4517380248686638,-1.2841874353210452,1.1930998464441795,-0.9695050611655915,1.5417535074966346,1.0023061746702018,-0.6669339380132615
0,1,-0.6538502945238731,-0.0040005839106682,-0.4444230091399039,0.02093939646278981,-0.6131866484158899,1.3014350785485098,-0.12896237603939487
1,0,0.9419251661657366,0.26551243743887276,-0.9384553282822207,1.1714556856270708,0.7080905274720813,-1.49043469098227,1.0609147135545038
0,1,-0.6039823113773113,-0.20613534992284305,-0.3278535855220539,-0.18915488242807907,0.7710084882286514,0.9025965400440803,-0.35016624519015793
0,1,-0.3546423956445589,-1.014674413971504,-0.6498072317046872,0.5411728489544643,-1.1165303344684503,-0.7924672485995893,0.4482313933190088
0,1,0.49311331784679363,-0.20613534992284305,-1.393631172885254,1.8417564801836517,0.849655939174364,-1.2910154217300838,1.4898966140517556
1,0,1.540340963924365,0.7371602248006268,-0.660909081573054,1.581639753937814,0.07891091990638074,-1.9889828641127645,1.8823922857563162
1,0,-0.8533222271100637,-0.07137883924807259,-0.4222193094031706,0.3911055068895581,0.12609939047380828,1.600563982426761,0.4156830194281533
1,0,1.0915291156053937,0.8719167354753973,0.08291485960751281,0.02093939646278981,0.15755837085209332,-0.8921768832256541,0.24420556118419517
1,0,0.34350936840713653,1.2761862674997086,-0.35005728525878727,0.20102020694067702,1.3844586056052095,1.2017254439223881,0.1974203272636254
1,0,-0.5541143282307779,-0.8125396479593293,-0.05030733881288721,-0.169145903486092,-1.3367431971164456,-0.09449980621685183,-0.13412164995544865
0,0,-1.2522660922824733,-0.8125396479593293,1.581664591837013,-1.5997878978381979,1.1170572723897867,1.3014350785485098,-1.5825291737745826
0,1,-1.1525301259893779,-0.5430266266097884,0.8933498999982796,-1.2596352558244104,1.0698688018223592,1.5008543478006962,-1.308540460505416
1,0,-0.8034542439635303,-0.6104048819471545,-0.9828627277556873,0.6112042752514208,-1.1165303344684503,0.7031772707919505,0.2752198327931944
1,0,-0.8533222271100637,-0.6104048819471545,-0.844089604401104,1.2314826224530329,0.8181969587960789,0.8028869054180154,1.2281123195726453
0,0,-0.1053024799118065,0.13075592676410228,-0.710867405980704,0.9713658962071959,0.8339264489852214,0.40404836691358587,0.9922905076597335
1,0,1.0915291156053937,0.4002689481136815,-1.0716775267026206,0.7512671278453332,0.01599295914981068,-1.590144325608335,0.3872776988335221
0,1,0.34350936840713653,-0.3408918605976135,0.46037775513197954,-0.9494960822236042,-1.4783086088187283,-1.191305787103962,-1.0260506708972992
0,1,1.7398128965105557,1.613077544186654,0.3715629561850462,-0.8294422085716792,-1.3524726873055881,-1.0915961524778972,-0.8854213712764063
0,1,0.5429813009933554,0.7371602248006268,0.42152128059269617,-0.2291728403120539,0.7080905274720813,0.005209828409213037,0.08930031612513373
0,0,0.2437734021140412,-0.3408918605976135,0.5325397792763629,-0.5793299717968351,-0.7232930797398875,-0.9918865178517757,-0.3961893136458553
1,0,1.540340963924365,1.7478340548614628,-0.13912213775982055,0.2110246964116709,0.47214817463494363,-0.49333834472128135,0.368164934099054
0,1,-1.0527941596962826,-1.6210787120079904,-0.18908046216747057,0.01093490699179592,0.912573899930934,-0.2939190754690382,0.03702358231664371
0,1,-0.7037182776704066,-1.0820526693089085,-0.8218859046643706,0.24103816482465185,0.9597623704983616,-0.19420944084303005,-0.09704914003593218
1,0,-0.0055665136187112016,-0.6777831372845589,-0.4721776338108206,1.1714556856270708,-1.6670624910884384,-0.9918865178517757,1.4852649931498452
1,0,-0.6039823113773113,0.06337767142673618,0.6324564280916629,-0.9695050611655915,0.17328786104123584,1.3014350785485098,-0.9659666267499344
0,1,1.7896808796571175,1.815212310198829,3.52448831880118,-2.2400752239817976,-1.1165303344684503,-0.8921768832257109,-2.121282443917548
1,0,0.9917931493122984,0.6024037141258181,-0.0003490144052372012,-0.5793299717968351,-1.4940380990078708,-1.0915961524778972,-0.7170023462440466
